Plant_Number,height_cm,leaf_num,coverscale_1_5,notes,date,observer,exp_period,date_raw,surv
74,0,0,NA,,6_12,Audrey,planting,6/12/2018,
75,0,0,NA,,6_12,Audrey,planting,6/12/2018,
76,0,0,NA,,6_12,,planting,6/12/2018,
77,0,0,NA,,6_12,,planting,6/12/2018,
78,0,0,NA,,6_12,,planting,6/12/2018,
79,0,0,NA,,6_12,,planting,6/12/2018,
80,0,0,NA,Sterile inoculant holds moisture like a clay pan (standing water) Holes were made with forceps,6_12,,planting,6/12/2018,
81,0,0,NA,Sterile inoculant holds moisture like a clay pan (standing water) Holes were made with forceps,6_12,,planting,6/12/2018,
82,0,0,NA,,6_12,,planting,6/12/2018,
83,0,0,NA,,6_12,,planting,6/12/2018,
84,0,0,NA,,6_12,,planting,6/12/2018,
85,0,0,NA,,6_12,,planting,6/12/2018,
86,0,0,NA,,6_12,,planting,6/12/2018,
87,0,0,NA,,6_12,,planting,6/12/2018,
88,0,0,NA,,6_12,,planting,6/12/2018,
89,0,0,NA,,6_12,,planting,6/12/2018,
90,0,0,NA,,6_12,,planting,6/12/2018,
91,3.6,2,NA,Possible contaimination (gloves were not ethanoled between treatments,6_12,Audrey,planting,6/12/2018,
92,3.1,2,NA,Possible contaimination (gloves were not ethanoled between treatments,6_12,Audrey,planting,6/12/2018,
93,4.2,2,NA,Possible contaimination (gloves were not ethanoled between treatments,6_12,Audrey,planting,6/12/2018,
94,4,1,NA,Possible contaimination (gloves were not ethanoled between treatments,6_12,Audrey,planting,6/12/2018,
95,4.3,2,NA,Possible contaimination (gloves were not ethanoled between treatments,6_12,Audrey,planting,6/12/2018,
96,2.9,2,NA,Possible contaimination (gloves were not ethanoled between treatments,6_12,Audrey,planting,6/12/2018,
97,3.6,1,NA,Possible contaimination (gloves were not ethanoled between treatments,6_12,Audrey,planting,6/12/2018,
98,3.3,1,NA,Possible contaimination (gloves were not ethanoled between treatments,6_12,Audrey,planting,6/12/2018,
99,2.9,2,NA,Possible contaimination (gloves were not ethanoled between treatments,6_12,Audrey,planting,6/12/2018,
100,1.9,1,NA,,6_12,Lukas,planting,6/12/2018,
101,1.1,1,NA,,6_12,Lukas,planting,6/12/2018,
102,3.5,2,NA,,6_12,Lukas,planting,6/12/2018,
103,2.7,2,NA,,6_12,Lukas,planting,6/12/2018,
104,0.7,1,NA,,6_12,Lukas,planting,6/12/2018,
105,2.7,2,NA,,6_12,Lukas,planting,6/12/2018,
106,2.8,1,NA,,6_12,Tayler,planting,6/12/2018,
107,3.2,1,NA,,6_12,Tayler,planting,6/12/2018,
108,4.2,2,NA,,6_12,Tayler,planting,6/12/2018,
109,4.5,1,NA,,6_12,Tayler,planting,6/12/2018,
110,3.7,2,NA,,6_12,Tayler,planting,6/12/2018,
111,3.3,2,NA,,6_12,Tayler,planting,6/12/2018,
112,3.4,1,NA,,6_12,Tayler,planting,6/12/2018,
113,4,2,NA,,6_12,Tayler,planting,6/12/2018,
114,2.5,2,NA,,6_12,Tayler,planting,6/12/2018,
115,2.5,2,NA,,6_12,Tayler,planting,6/12/2018,
116,2.8,2,NA,,6_12,Tayler,planting,6/12/2018,
117,3.4,2,NA,,6_12,Tayler,planting,6/12/2018,
118,2.4,2,NA,,6_12,Tayler,planting,6/12/2018,
119,3.1,2,NA,,6_12,Tayler,planting,6/12/2018,
120,3.1,2,NA,,6_12,Tayler,planting,6/12/2018,
121,4.4,2,NA,,6_12,Audrey,planting,6/12/2018,
122,3.9,1,NA,,6_12,Audrey,planting,6/12/2018,
123,3.5,2,NA,,6_12,Audrey,planting,6/12/2018,
124,3.6,1,NA,Sterile inoculant holds moisture like a clay pan (standing water) Holes were made with forceps,6_12,Lukas,planting,6/12/2018,
125,2.3,1,NA,Sterile inoculant holds moisture like a clay pan (standing water) Holes were made with forceps,6_12,Lukas,planting,6/12/2018,
126,3.1,1,NA,Sterile inoculant holds moisture like a clay pan (standing water) Holes were made with forceps,6_12,Lukas,planting,6/12/2018,
127,3.8,2,NA,,6_12,Audrey,planting,6/12/2018,
128,3.4,1,NA,,6_12,Audrey,planting,6/12/2018,
129,4.6,2,NA,,6_12,Audrey,planting,6/12/2018,
130,3.1,2,NA,,6_12,Tayler,planting,6/12/2018,
131,3.2,2,NA,,6_12,Tayler,planting,6/12/2018,
132,3.1,2,NA,,6_12,Tayler,planting,6/12/2018,
133,3.5,2,NA,,6_12,Tayler,planting,6/12/2018,
134,2.9,2,NA,,6_12,Tayler,planting,6/12/2018,
135,3.6,1,NA,,6_12,Tayler,planting,6/12/2018,
136,2.1,1,NA,,6_12,Audrey,planting,6/12/2018,
137,4.4,2,NA,,6_12,Audrey,planting,6/12/2018,
138,3,2,NA,,6_12,Audrey,planting,6/12/2018,
139,5.5,1,NA,,6_12,Audrey,planting,6/12/2018,
140,3,1,NA,,6_12,Audrey,planting,6/12/2018,
141,4.9,2,NA,,6_12,Audrey,planting,6/12/2018,
142,4.5,2,NA,,6_12,Audrey,planting,6/12/2018,
143,3.6,2,NA,,6_12,Audrey,planting,6/12/2018,
144,3.8,2,NA,,6_12,Audrey,planting,6/12/2018,
145,2.2,2,NA,,6_12,Lukas,planting,6/12/2018,
146,2.7,2,NA,,6_12,Lukas,planting,6/12/2018,
147,2.2,1,NA,,6_12,Lukas,planting,6/12/2018,
148,2.4,2,NA,,6_12,Lukas,planting,6/12/2018,
149,2.5,1,NA,,6_12,Lukas,planting,6/12/2018,
150,3,1,NA,,6_12,Lukas,planting,6/12/2018,
151,3.5,2,NA,,6_12,Tayler,planting,6/12/2018,
152,2.4,1,NA,,6_12,Tayler,planting,6/12/2018,
153,2.9,1,NA,,6_12,Tayler,planting,6/12/2018,
154,3.8,2,NA,,6_12,Tayler,planting,6/12/2018,
155,4.7,1,NA,,6_12,Tayler,planting,6/12/2018,
156,4.3,1,NA,,6_12,Tayler,planting,6/12/2018,
157,4.2,2,NA,,6_12,Tayler,planting,6/12/2018,
158,4.2,1,NA,,6_12,Tayler,planting,6/12/2018,
159,4,2,NA,,6_12,Tayler,planting,6/12/2018,
160,3.1,1,NA,,6_12,Tayler,planting,6/12/2018,
161,3,1,NA,,6_12,Tayler,planting,6/12/2018,
162,2.2,2,NA,,6_12,Tayler,planting,6/12/2018,
163,4.2,2,NA,,6_12,Tayler,planting,6/12/2018,
164,2.3,2,NA,,6_12,Tayler,planting,6/12/2018,
165,4.2,2,NA,,6_12,Tayler,planting,6/12/2018,
166,3.8,2,NA,,6_12,Audrey,planting,6/12/2018,
167,4.5,2,NA,,6_12,Audrey,planting,6/12/2018,
168,4.8,1,NA,,6_12,Audrey,planting,6/12/2018,
169,2.7,2,NA,Sterile inoculant holds moisture like a clay pan (standing water) Holes were made with forceps,6_12,Lukas,planting,6/12/2018,
170,3.1,1,NA,Sterile inoculant holds moisture like a clay pan (standing water) Holes were made with forceps,6_12,Lukas,planting,6/12/2018,
171,3.6,2,NA,Sterile inoculant holds moisture like a clay pan (standing water) Holes were made with forceps,6_12,Lukas,planting,6/12/2018,
172,3.9,1,NA,,6_12,Audrey,planting,6/12/2018,
173,4.4,2,NA,,6_12,Audrey,planting,6/12/2018,
174,4,1,NA,,6_12,Audrey,planting,6/12/2018,
175,2.6,1,NA,,6_12,Lukas,planting,6/12/2018,
176,3,2,NA,,6_12,Lukas,planting,6/12/2018,
177,2.5,2,NA,,6_12,Lukas,planting,6/12/2018,
178,2.3,1,NA,,6_12,Tayler,planting,6/12/2018,
179,3.5,2,NA,,6_12,Tayler,planting,6/12/2018,
180,3.3,2,NA,,6_12,Tayler,planting,6/12/2018,
97,8.3,1,NA,,6_16,Audrey,replacement,6/16/2018,
123,6,1,NA,,6_16,Audrey,replacement,6/16/2018,
132,7.5,1,NA,,6_16,Audrey,replacement,6/16/2018,
152,6.1,1,NA,,6_16,Audrey,replacement,6/16/2018,
94,6.4,2,NA,,6_18,Harry,replacement,6/18/2018,
95,7.5,2,NA,,6_18,Harry,replacement,6/18/2018,
