"","MERDSSG100","MERDSSG103","MERDSSG109","MERDSSG10","MERDSSG112","MERDSSG115","MERDSSG118","MERDSSG124","MERDSSG127","MERDSSG130","MERDSSG133","MERDSSG139","MERDSSG142","MERDSSG145","MERDSSG148","MERDSSG14","MERDSSG154","MERDSSG157","MERDSSG160","MERDSSG163","MERDSSG169","MERDSSG172","MERDSSG175","MERDSSG178","MERDSSG20","MERDSSG23","MERDSSG25","MERDSSG30","MERDSSG37","MERDSSG39","MERDSSG44","MERDSSG49","MERDSSG4","MERDSSG52","MERDSSG55","MERDSSG58","MERDSSG64","MERDSSG67","MERDSSG6","MERDSSG72","MERDSSG73","MERDSSG79","MERDSSG84","MERDSSG85","MERDSSG89","MERDSSG94","MERDSSG97"
"MERDSSG169",0.319854102018779,0.32823214513533,0.275158688839997,0.38183274268071,0.323232985396164,0.367063072617304,0.342819960297215,0.167222855958333,0.179016309535419,0.19819658239293,0.191236971058694,0.363390624308591,0.361814749390814,0.268159867208027,0.327810675132963,0.335445214135493,0.301112250603127,0.239163096559722,0.308005636187619,0.306234625363326,0,0.105689164154323,0.17325223688213,0.191690998608334,0.324295823564759,0.320158123233874,0.316132752899514,0.300527848594467,0.26386257832238,0.246465600359559,0.240902272685594,0.309294509602563,0.368124463359933,0.285754733471411,0.338843540967671,0.328924813117421,0.307960984602766,0.242249106187744,0.32008630719168,0.236348578728767,0.246044796589738,0.199260431593064,0.204883517560209,0.186089760638501,0.282836768044739,0.309517701350147,0.278930687728944
"MERDSSG172",0.323333415445918,0.323307716541084,0.267759386281423,0.389154508134646,0.320218993059312,0.370802993849943,0.340191879319092,0.14664023525397,0.126802709258049,0.156178462147512,0.149076900459928,0.365316773120925,0.368272028288086,0.260962788138063,0.327876886675333,0.331018027862472,0.299884425332121,0.234940524607987,0.31376169876586,0.307027676358661,0.105689164154323,0,0.207850829083489,0.174591600787646,0.322710969577984,0.305738923953299,0.305850305581509,0.293260051789799,0.24536023881894,0.206449587611865,0.20403113151264,0.315440521796232,0.365602363439429,0.286371836839481,0.342432583326001,0.331987169343098,0.307069345634067,0.2310410181296,0.313753349137389,0.212641485855726,0.238405433036929,0.172843061830927,0.165934881319602,0.171939163252248,0.249574115242271,0.293743480502647,0.26885004065354
"MERDSSG175",0.331905406286894,0.340382894495752,0.295834942633303,0.385020887396077,0.353449416254058,0.37198304537789,0.350564049598819,0.247772695427325,0.271054891737975,0.276048455402793,0.243342018265067,0.373376940004765,0.378004645867059,0.315442631393417,0.345848244057781,0.338517616831936,0.318265871307758,0.294908718571012,0.336196168239882,0.325554376586987,0.17325223688213,0.207850829083489,0,0.251433961706726,0.345041865908728,0.360133417230602,0.364958319134289,0.315382898983276,0.271567109180258,0.283464740125428,0.28882679337891,0.321384098390984,0.370682066241261,0.301428022910999,0.346378064251592,0.342815345140807,0.321404803357937,0.312935849284078,0.333233358732145,0.323800254400333,0.308196315775193,0.252334065246266,0.269804720761767,0.238273925695338,0.36744820421544,0.349784518141543,0.327500301306583
"MERDSSG178",0.370064308345379,0.354314845880856,0.308776581175584,0.403660562885596,0.345897033817334,0.390461643222009,0.361575304528406,0.190667905201682,0.217178045726349,0.238726346375473,0.169772598032827,0.379899497614876,0.381981172653959,0.308449471474022,0.343378522453072,0.367122956086821,0.330546363226515,0.275773953915151,0.330950104203633,0.325131427125469,0.191690998608334,0.174591600787646,0.251433961706726,0,0.344431982336143,0.355497377323911,0.36079439046314,0.332123859740485,0.253203747976121,0.247505884893752,0.256357493896378,0.358154505712259,0.386505660057359,0.317244330865406,0.36508152192723,0.350499353230719,0.333550288930609,0.285146093865163,0.343508286841014,0.283137233872031,0.280752185800031,0.153855889833591,0.228401680652722,0.216281883690916,0.317329405741345,0.345083219314906,0.328870056705371
"MERDSSG20",0.11957585835427,0.137234575696944,0.108648665829996,0.195742615698562,0.0816577937738632,0.181561295380192,0.14606116130336,0.333622215627453,0.331312901094949,0.344486709772203,0.350659043492622,0.178584446028886,0.175996466808502,0.150874266734234,0.148858848996947,0.132381213832066,0.168167808646063,0.17091102559442,0.157367212853741,0.154908084581108,0.324295823564759,0.322710969577984,0.345041865908728,0.344431982336143,0,0.132052625990884,0.176309888328795,0.112308244459508,0.295256023264176,0.30830689185572,0.324004044662711,0.164641125198101,0.155626521597861,0.168567356573992,0.145138440910016,0.166566215138777,0.136738198143922,0.174316789356686,0.11298665336738,0.212861810429823,0.168138006976775,0.325896629725719,0.31227669391819,0.284234135458226,0.354608300193447,0.142528650741022,0.145180404489835
"MERDSSG23",0.188969102499072,0.18940314808684,0.171131445470342,0.277359254492036,0.130656658078176,0.264840364394199,0.218445793976303,0.3121551742137,0.304478857723909,0.320765466710097,0.335593906277147,0.254330169702613,0.256071814781088,0.152202434169537,0.192761108355942,0.202494648060036,0.210373283197917,0.170775821022863,0.191192239550467,0.19418705761248,0.320158123233874,0.305738923953299,0.360133417230602,0.355497377323911,0.132052625990884,0,0.111848512742742,0.172265811526097,0.334998890798016,0.310634218211582,0.315195894891057,0.222360014571376,0.239099259477322,0.225922162394578,0.21561917156646,0.221849501523331,0.201463513719415,0.162640957455299,0.16970374458872,0.177592539282078,0.182126648163574,0.332410728638049,0.303229350328552,0.30902238694462,0.321681539393808,0.0924670577360034,0.125369291393026
"MERDSSG25",0.225984170025016,0.209622617510473,0.205933468780582,0.325782806384788,0.160017083278933,0.302842395135398,0.25445653023782,0.302276413619969,0.293587831145387,0.30813731302698,0.329669363391723,0.292214196365464,0.295166303301291,0.150539259034016,0.216829210201573,0.228192561474849,0.246006769788805,0.183925786945975,0.191746394960692,0.227034434409811,0.316132752899514,0.305850305581509,0.364958319134289,0.36079439046314,0.176309888328795,0.111848512742742,0,0.201474998078707,0.339471138195503,0.312044322929282,0.305409275767888,0.262200319862049,0.284413120949742,0.252953411442585,0.247055205897054,0.254992037279991,0.237574183325149,0.180204682209482,0.208336548308525,0.158322795695839,0.201199772048609,0.33595491046644,0.304146531427045,0.311502938263736,0.311770854366327,0.108593812534504,0.116921449917498
"MERDSSG30",0.10332854409466,0.0940975226308721,0.0937589294634423,0.175696331185088,0.111402789778008,0.145755172957933,0.107770057661461,0.313792825992567,0.313918654097493,0.322884748824942,0.320162587287999,0.164637994825771,0.176488827046305,0.146565705470132,0.117372969131591,0.0964348174900194,0.153470291153872,0.152342263228381,0.134710742659112,0.124593599680282,0.300527848594467,0.293260051789799,0.315382898983276,0.332123859740485,0.112308244459508,0.172265811526097,0.201474998078707,0,0.273265984840918,0.30283738694888,0.320990705772559,0.121157112317123,0.139925020048031,0.130599946143602,0.120337041405969,0.133417182653336,0.125145770962817,0.161770540550767,0.111188553973191,0.199590180488336,0.148868271132463,0.312540938417718,0.301848337456203,0.259935530834917,0.346929422383922,0.15971588790559,0.160538486049025
"MERDSSG37",0.305822018162672,0.299747300785528,0.263223277280637,0.348028886175428,0.311821993874662,0.331328241525198,0.309949537103488,0.207135513774786,0.230799324760802,0.236504835554581,0.227619887524192,0.346311046203276,0.34858480993106,0.296755474678329,0.315120440820841,0.296834401018328,0.316361779847207,0.285100774784796,0.311825126403879,0.301175414819574,0.26386257832238,0.24536023881894,0.271567109180258,0.253203747976121,0.295256023264176,0.334998890798016,0.339471138195503,0.273265984840918,0,0.149615076962612,0.164672548615665,0.316187424485086,0.319930208135948,0.282015315001721,0.313338522545777,0.313629583691563,0.295207724841245,0.295167253043193,0.288906006012871,0.299024812007315,0.282200676198911,0.202701194810638,0.219404495963868,0.204954543598769,0.301475215069211,0.316377191925943,0.301297928923381
"MERDSSG39",0.338169788106849,0.329571908595079,0.284165242048614,0.392390356201029,0.319690665957215,0.375986206849753,0.340720078400821,0.165455887715706,0.1713255919005,0.186174614284557,0.185558009463749,0.376209611374374,0.376321090003227,0.283140979993721,0.330084286803386,0.332084094574558,0.341805591050398,0.277961319303068,0.326545105706731,0.318055534913022,0.246465600359559,0.206449587611865,0.283464740125428,0.247505884893752,0.30830689185572,0.310634218211582,0.312044322929282,0.30283738694888,0.149615076962612,0,0.117734727786413,0.351787368109422,0.359608211060914,0.315834618466787,0.344142464966137,0.342051389473165,0.319467950923482,0.284125849817613,0.312039063857443,0.261851917536632,0.284156972603066,0.182220513433459,0.189759323105934,0.215538296331745,0.253555040020373,0.29045679778336,0.2880272416468
"MERDSSG44",0.357663506070365,0.350473279754069,0.302546731843361,0.407259401279256,0.334592343678885,0.389639116735106,0.357605406047344,0.144741135479422,0.14283428902605,0.143022510365779,0.178849013140559,0.388772272315001,0.388423263692877,0.295817778643261,0.345871196227264,0.350975754164128,0.349387486540124,0.283875146138002,0.336745831589366,0.328855912970939,0.240902272685594,0.20403113151264,0.28882679337891,0.256357493896378,0.324004044662711,0.315195894891057,0.305409275767888,0.320990705772559,0.164672548615665,0.117734727786413,0,0.362418517266744,0.378822894772334,0.323706144640847,0.361880459684087,0.353655232619295,0.339049743810101,0.28517401771465,0.329953477223345,0.257015537835797,0.287620086308468,0.174199777791206,0.178172837670715,0.228935115178073,0.213044498094281,0.301451166621951,0.293721451945686
"MERDSSG49",0.135451836549295,0.140891538514799,0.139266856780206,0.147130332432337,0.162969095007404,0.133876450430129,0.112870086860282,0.357426057399391,0.369249878575211,0.365733667123239,0.352441880070636,0.128703486753595,0.135978479606509,0.188610681725612,0.136741997959909,0.134891846045256,0.146148455652597,0.197013039692111,0.149205631497299,0.130546268196182,0.309294509602563,0.315440521796232,0.321384098390984,0.358154505712259,0.164641125198101,0.222360014571376,0.262200319862049,0.121157112317123,0.316187424485086,0.351787368109422,0.362418517266744,0,0.127620988455548,0.122138990471986,0.11968673626527,0.11722019235646,0.127632129731625,0.197308374760834,0.136552366031656,0.241328976362648,0.167420595363869,0.340777400428585,0.337887006481192,0.291811836106636,0.39195133182834,0.219613967006136,0.217925229197371
"MERDSSG4",0.142199044724332,0.138243070256394,0.156145520806754,0.0886729296366278,0.165202575743224,0.0841026183598893,0.0973424066163397,0.384683699434075,0.395080896405357,0.396010432240437,0.399460333086065,0.117476511523745,0.121435749346316,0.216522624061183,0.151344237681401,0.119840458890402,0.166363600463296,0.230539852782544,0.178116108101289,0.154670548287634,0.368124463359933,0.365602363439429,0.370682066241261,0.386505660057359,0.155626521597861,0.239099259477322,0.284413120949742,0.139925020048031,0.319930208135948,0.359608211060914,0.378822894772334,0.127620988455548,0,0.15377976933132,0.125172622572377,0.142968996586649,0.142717479423632,0.231443621867291,0.148945421946851,0.275851293866896,0.207052183306891,0.367820870467401,0.362343324239319,0.328581463222597,0.412878087917173,0.235405058945222,0.239753572902552
