"Domain"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"OTU3049"	"k:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"o:Burkholderiales"	"f:Oxalobacteraceae"	"UNKNOWN"	"UNKNOWN"
"OTU206"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:GR-WP33-30"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1105"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:PHOS-HE51"	"UNKNOWN"	"UNKNOWN"
"OTU2056"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"f:Hyphomicrobiaceae"	"UNKNOWN"	"UNKNOWN"
"OTU548"	"k:Bacteria"	"p:Verrucomicrobia"	"c:OPB35_soil_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3122"	"k:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Frankiales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU610"	"k:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"o:Nitrosomonadales"	"f:Nitrosomonadaceae"	"UNKNOWN"	"UNKNOWN"
"OTU11545"	"k:Bacteria"	"p:Planctomycetes"	"c:Phycisphaerae"	"o:WD2101_soil_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU24600"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Chitinophagaceae"	"UNKNOWN"	"UNKNOWN"
"OTU316"	"k:Bacteria"	"p:Acidobacteria"	"c:Holophagae"	"o:Subgroup_7"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU732"	"k:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3761"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Bdellovibrionales"	"f:Bdellovibrionaceae"	"g:Bdellovibrio"	"UNKNOWN"
"OTU2"	"k:Bacteria"	"p:Firmicutes"	"c:Bacilli"	"o:Bacillales"	"f:Bacillaceae"	"g:Bacillus"	"UNKNOWN"
"OTU152"	"k:Bacteria"	"p:Verrucomicrobia"	"c:Spartobacteria"	"o:Chthoniobacterales"	"f:Xiphinematobacteraceae"	"g:Candidatus_Xiphinematobacter"	"UNKNOWN"
"OTU335"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_4"	"f:Unknown_Family"	"g:Blastocatella"	"UNKNOWN"
"OTU199"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_17"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU659"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"f:Rhizobiales_Incertae_Sedis"	"g:Nordella"	"UNKNOWN"
"OTU338"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Sphingobacteriaceae"	"g:Mucilaginibacter"	"UNKNOWN"
"OTU389"	"k:Bacteria"	"p:Gemmatimonadetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU259"	"k:Bacteria"	"p:Bacteroidetes"	"c:Cytophagia"	"o:Cytophagales"	"f:Cytophagaceae"	"UNKNOWN"	"UNKNOWN"
"OTU1485"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU104"	"k:Bacteria"	"p:Nitrospirae"	"c:Nitrospira"	"o:Nitrospirales"	"f:Nitrospiraceae"	"g:Nitrospira"	"UNKNOWN"
"OTU3426"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU345"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Xanthomonadales"	"f:Xanthomonadaceae"	"g:Lysobacter"	"UNKNOWN"
"OTU4810"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Blfdi19"	"UNKNOWN"	"UNKNOWN"
"OTU665"	"k:Bacteria"	"p:Verrucomicrobia"	"c:OPB35_soil_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU532"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_4"	"f:Elev-16S-573"	"UNKNOWN"	"UNKNOWN"
"OTU988"	"k:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"o:Nitrosomonadales"	"f:Nitrosomonadaceae"	"UNKNOWN"	"UNKNOWN"
"OTU100"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Chitinophagaceae"	"UNKNOWN"	"UNKNOWN"
"OTU1381"	"k:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Micrococcales"	"f:Microbacteriaceae"	"UNKNOWN"	"UNKNOWN"
"OTU94"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Xanthomonadales"	"f:Xanthomonadaceae"	"g:Dokdonella"	"UNKNOWN"
"OTU159"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"f:Methylobacteriaceae"	"UNKNOWN"	"UNKNOWN"
"OTU420"	"k:Bacteria"	"p:Verrucomicrobia"	"c:OPB35_soil_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU162"	"k:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU53"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"f:Rhodobiaceae"	"UNKNOWN"	"UNKNOWN"
"OTU88"	"k:Bacteria"	"p:Verrucomicrobia"	"c:OPB35_soil_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU48"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2049"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:GR-WP33-30"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU26865"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_3"	"f:Unknown_Family"	"g:Bryobacter"	"UNKNOWN"
"OTU1156"	"k:Bacteria"	"p:Actinobacteria"	"c:MB-A2-108"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU103"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU653"	"k:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"o:Rhodocyclales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU300"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"g:Planctomyces"	"UNKNOWN"
"OTU717"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"f:Hyphomicrobiaceae"	"g:Pedomicrobium"	"UNKNOWN"
"OTU2392"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:mle1-27"	"UNKNOWN"	"UNKNOWN"
"OTU10230"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU43"	"k:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"o:Burkholderiales"	"f:Comamonadaceae"	"UNKNOWN"	"UNKNOWN"
"OTU3193"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU762"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Sphingomonadales"	"f:Sphingomonadaceae"	"UNKNOWN"	"UNKNOWN"
"OTU2132"	"k:Bacteria"	"p:Actinobacteria"	"c:Thermoleophilia"	"o:Solirubrobacterales"	"f:Solirubrobacteraceae"	"g:Solirubrobacter"	"UNKNOWN"
"OTU2327"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_15"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU38"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_3"	"f:Unknown_Family"	"g:Bryobacter"	"UNKNOWN"
"OTU13160"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_3"	"f:Unknown_Family"	"g:Candidatus_Solibacter"	"UNKNOWN"
"OTU32"	"k:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Corynebacteriales"	"f:Mycobacteriaceae"	"g:Mycobacterium"	"UNKNOWN"
"OTU614"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Chitinophagaceae"	"UNKNOWN"	"UNKNOWN"
"OTU1003"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Acidobacteriales"	"f:Acidobacteriaceae_[Subgroup_1]"	"g:Acidobacterium"	"UNKNOWN"
"OTU550"	"k:Bacteria"	"p:Verrucomicrobia"	"c:Spartobacteria"	"o:Chthoniobacterales"	"f:Chthoniobacteraceae"	"g:Chthoniobacter"	"UNKNOWN"
"OTU929"	"k:Bacteria"	"p:Verrucomicrobia"	"c:OPB35_soil_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2030"	"k:Bacteria"	"p:Planctomycetes"	"c:Phycisphaerae"	"o:Phycisphaerales"	"f:Phycisphaeraceae"	"g:SM1A02"	"UNKNOWN"
"OTU108"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU25345"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Acidobacteriales"	"f:Acidobacteriaceae_[Subgroup_1]"	"UNKNOWN"	"UNKNOWN"
"OTU774"	"k:Bacteria"	"p:Actinobacteria"	"c:Thermoleophilia"	"o:Gaiellales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2625"	"k:Bacteria"	"p:Firmicutes"	"c:Erysipelotrichia"	"o:Erysipelotrichales"	"f:Erysipelotrichaceae"	"g:Asteroleplasma"	"UNKNOWN"
"OTU238"	"k:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"o:Nitrosomonadales"	"f:Nitrosomonadaceae"	"UNKNOWN"	"UNKNOWN"
"OTU648"	"k:Bacteria"	"p:Chloroflexi"	"c:Ktedonobacteria"	"o:JG30-KF-AS9"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU4812"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rickettsiales"	"f:SM2D12"	"UNKNOWN"	"UNKNOWN"
"OTU156"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Acidobacteriales"	"f:Acidobacteriaceae_[Subgroup_1]"	"UNKNOWN"	"UNKNOWN"
"OTU761"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Desulfurellales"	"f:Desulfurellaceae"	"UNKNOWN"	"UNKNOWN"
"OTU436"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Acidobacteriales"	"f:Acidobacteriaceae_[Subgroup_1]"	"g:Candidatus_Koribacter"	"UNKNOWN"
"OTU2264"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU1103"	"k:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"o:SC-I-84"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU515"	"k:Bacteria"	"p:Chloroflexi"	"c:Ktedonobacteria"	"o:Ktedonobacterales"	"f:1921-3"	"UNKNOWN"	"UNKNOWN"
"OTU4917"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Haliangiaceae"	"g:Haliangium"	"UNKNOWN"
"OTU394"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_3"	"f:Unknown_Family"	"g:Candidatus_Solibacter"	"UNKNOWN"
"OTU1927"	"k:Bacteria"	"p:Armatimonadetes"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU174"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Chitinophagaceae"	"g:Ferruginibacter"	"UNKNOWN"
"OTU235"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2138"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU17"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Chitinophagaceae"	"UNKNOWN"	"UNKNOWN"
"OTU17735"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodospirillales"	"f:DA111"	"UNKNOWN"	"UNKNOWN"
"OTU4056"	"k:Bacteria"	"p:SM2F11"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU17363"	"k:Bacteria"	"p:Verrucomicrobia"	"c:Spartobacteria"	"o:Chthoniobacterales"	"f:Chthoniobacteraceae"	"g:Chthoniobacter"	"UNKNOWN"
"OTU700"	"k:Bacteria"	"p:Verrucomicrobia"	"c:Spartobacteria"	"o:Chthoniobacterales"	"f:Xiphinematobacteraceae"	"g:Candidatus_Xiphinematobacter"	"UNKNOWN"
"OTU76"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Chitinophagaceae"	"UNKNOWN"	"UNKNOWN"
"OTU9627"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Sphingomonadales"	"f:Sphingomonadaceae"	"g:Sphingomonas"	"UNKNOWN"
"OTU2763"	"k:Bacteria"	"p:Verrucomicrobia"	"c:OPB35_soil_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU12731"	"k:Bacteria"	"p:Actinobacteria"	"c:Thermoleophilia"	"o:Gaiellales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU25782"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU27"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"f:Xanthobacteraceae"	"g:Variibacter"	"UNKNOWN"
"OTU1657"	"k:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"o:SC-I-84"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU19875"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"f:Xanthobacteraceae"	"UNKNOWN"	"UNKNOWN"
"OTU696"	"k:Bacteria"	"p:Planctomycetes"	"c:Phycisphaerae"	"o:WD2101_soil_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU137"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"f:Rhizobiales_Incertae_Sedis"	"g:Rhizomicrobium"	"UNKNOWN"
"OTU192"	"k:Bacteria"	"p:Actinobacteria"	"c:Thermoleophilia"	"o:Gaiellales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3520"	"k:Bacteria"	"p:Chloroflexi"	"c:TK10"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU367"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Sphingomonadales"	"f:Sphingomonadaceae"	"g:Sphingomonas"	"UNKNOWN"
"OTU14905"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodospirillales"	"f:Acetobacteraceae"	"UNKNOWN"	"UNKNOWN"
"OTU838"	"k:Bacteria"	"p:Planctomycetes"	"c:Phycisphaerae"	"o:WD2101_soil_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU274"	"k:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU7261"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU903"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"f:Beijerinckiaceae"	"UNKNOWN"	"UNKNOWN"
"OTU474"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Acidobacteriales"	"f:Acidobacteriaceae_[Subgroup_1]"	"UNKNOWN"	"UNKNOWN"
"OTU1007"	"k:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU15494"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"f:A0839"	"UNKNOWN"	"UNKNOWN"
"OTU1585"	"k:Bacteria"	"p:SM2F11"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU924"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Acidobacteriales"	"f:Acidobacteriaceae_[Subgroup_1]"	"UNKNOWN"	"UNKNOWN"
"OTU4404"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_4"	"f:DS-100"	"UNKNOWN"	"UNKNOWN"
"OTU1563"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_13"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2245"	"k:Bacteria"	"p:Firmicutes"	"c:Bacilli"	"o:Bacillales"	"f:Paenibacillaceae"	"g:Paenibacillus"	"UNKNOWN"
"OTU12540"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Haliangiaceae"	"g:Haliangium"	"UNKNOWN"
"OTU3139"	"k:Bacteria"	"p:Verrucomicrobia"	"c:OPB35_soil_group"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU257"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Caulobacterales"	"f:Hyphomonadaceae"	"g:Woodsholea"	"UNKNOWN"
"OTU296"	"k:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Propionibacteriales"	"f:Nocardioidaceae"	"g:Kribbella"	"UNKNOWN"
"OTU11"	"k:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"o:Burkholderiales"	"f:Oxalobacteraceae"	"g:Massilia"	"UNKNOWN"
"OTU568"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU21183"	"k:Bacteria"	"p:Actinobacteria"	"c:Actinobacteria"	"o:Frankiales"	"f:Frankiaceae"	"g:Jatrophihabitans"	"UNKNOWN"
"OTU2806"	"k:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU770"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:GR-WP33-30"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU10317"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:NKB5"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU765"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Haliangiaceae"	"g:Haliangium"	"UNKNOWN"
"OTU650"	"k:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU275"	"k:Bacteria"	"p:Proteobacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1037"	"k:Bacteria"	"p:Proteobacteria"	"c:Gammaproteobacteria"	"o:Xanthomonadales"	"f:Xanthomonadales_Incertae_Sedis"	"g:Acidibacter"	"UNKNOWN"
"OTU107"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Acidobacteriales"	"f:Acidobacteriaceae_[Subgroup_1]"	"UNKNOWN"	"UNKNOWN"
"OTU1449"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Acidobacteriales"	"f:Acidobacteriaceae_[Subgroup_1]"	"g:Candidatus_Koribacter"	"UNKNOWN"
"OTU163"	"k:Bacteria"	"p:Verrucomicrobia"	"c:Spartobacteria"	"o:Chthoniobacterales"	"f:Chthoniobacteraceae"	"g:Chthoniobacter"	"UNKNOWN"
"OTU15283"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_3"	"f:Unknown_Family"	"g:Candidatus_Solibacter"	"UNKNOWN"
"OTU2936"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Chitinophagaceae"	"UNKNOWN"	"UNKNOWN"
"OTU522"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU26428"	"k:Bacteria"	"p:Elusimicrobia"	"c:Elusimicrobia"	"o:Lineage_IIa"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3924"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU74"	"k:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"o:Burkholderiales"	"f:Oxalobacteraceae"	"UNKNOWN"	"UNKNOWN"
"OTU5432"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"g:Gemmata"	"UNKNOWN"
"OTU109"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodospirillales"	"f:DA111"	"UNKNOWN"	"UNKNOWN"
"OTU86"	"k:Bacteria"	"p:Actinobacteria"	"c:Thermoleophilia"	"o:Gaiellales"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU2645"	"k:Bacteria"	"p:Candidate_division_OP3"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU519"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodospirillales"	"f:Acetobacteraceae"	"UNKNOWN"	"UNKNOWN"
"OTU953"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:AKYH767"	"UNKNOWN"	"UNKNOWN"
"OTU739"	"k:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"o:Burkholderiales"	"f:Comamonadaceae"	"UNKNOWN"	"UNKNOWN"
"OTU585"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Acidobacteriales"	"f:Acidobacteriaceae_[Subgroup_1]"	"UNKNOWN"	"UNKNOWN"
"OTU1455"	"k:Bacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU20440"	"k:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"o:SC-I-84"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU14243"	"k:Bacteria"	"p:Proteobacteria"	"c:Betaproteobacteria"	"o:Rhodocyclales"	"f:Rhodocyclaceae"	"UNKNOWN"	"UNKNOWN"
"OTU891"	"k:Bacteria"	"p:Acidobacteria"	"c:Holophagae"	"o:Subgroup_10"	"f:ABS-19"	"UNKNOWN"	"UNKNOWN"
"OTU19591"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:Myxococcales"	"f:Polyangiaceae"	"UNKNOWN"	"UNKNOWN"
"OTU16945"	"k:Bacteria"	"p:Proteobacteria"	"c:Deltaproteobacteria"	"o:GR-WP33-30"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU3768"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Subgroup_6"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU47"	"k:Bacteria"	"p:Actinobacteria"	"c:Thermoleophilia"	"o:Solirubrobacterales"	"f:Solirubrobacteraceae"	"g:Solirubrobacter"	"UNKNOWN"
"OTU181"	"k:Bacteria"	"p:Latescibacteria"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"	"UNKNOWN"
"OTU1700"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
"OTU22920"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Acidobacteriales"	"f:Acidobacteriaceae_[Subgroup_1]"	"UNKNOWN"	"UNKNOWN"
"OTU14"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhizobiales"	"f:Xanthobacteraceae"	"UNKNOWN"	"UNKNOWN"
"OTU110"	"k:Bacteria"	"p:Proteobacteria"	"c:Alphaproteobacteria"	"o:Rhodospirillales"	"f:DA111"	"UNKNOWN"	"UNKNOWN"
"OTU2959"	"k:Bacteria"	"p:Acidobacteria"	"c:Acidobacteria"	"o:Acidobacteriales"	"f:Acidobacteriaceae_[Subgroup_1]"	"UNKNOWN"	"UNKNOWN"
"OTU134"	"k:Bacteria"	"p:Bacteroidetes"	"c:Sphingobacteriia"	"o:Sphingobacteriales"	"f:Chitinophagaceae"	"g:Parafilimonas"	"UNKNOWN"
"OTU1507"	"k:Bacteria"	"p:Planctomycetes"	"c:Planctomycetacia"	"o:Planctomycetales"	"f:Planctomycetaceae"	"UNKNOWN"	"UNKNOWN"
