"MERDSSG100"	"MERDSSG103"	"MERDSSG109"	"MERDSSG10"	"MERDSSG112"	"MERDSSG115"	"MERDSSG118"	"MERDSSG124"	"MERDSSG127"	"MERDSSG130"	"MERDSSG133"	"MERDSSG139"	"MERDSSG142"	"MERDSSG145"	"MERDSSG148"	"MERDSSG14"	"MERDSSG154"	"MERDSSG157"	"MERDSSG160"	"MERDSSG163"	"MERDSSG169"	"MERDSSG172"	"MERDSSG175"	"MERDSSG178"	"MERDSSG20"	"MERDSSG23"	"MERDSSG25"	"MERDSSG30"	"MERDSSG37"	"MERDSSG39"	"MERDSSG42"	"MERDSSG44"	"MERDSSG49"	"MERDSSG4"	"MERDSSG52"	"MERDSSG55"	"MERDSSG58"	"MERDSSG64"	"MERDSSG67"	"MERDSSG6"	"MERDSSG72"	"MERDSSG73"	"MERDSSG79"	"MERDSSG84"	"MERDSSG85"	"MERDSSG89"	"MERDSSG94"	"MERDSSG97"	"MERDSSGB2"	"MERDSSGB3"	"MERDSSGB4"	"MERDSSGB5"	"MERDSSGZ2"	"MERDSSGZ3"	"MERDSSGZ4"	"MERDSSGZ5"
"OTU2101"	2	0	0	0	0	1	0	8	5	12	50	0	0	0	0	0	0	0	0	0	46	9	20	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
"OTU12027"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
"OTU19600"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"OTU13419"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
"OTU3783"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0
"OTU1985"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU3847"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	7	0	0	0	0	1	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	1	0
"OTU2103"	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU2414"	11	2	0	13	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	4	0	0	5	0	0	0	0	0	4	0	5	2	1	4	4	0	0	3	41	0	20	0	5	1	0	1	0	2	0	3	0
"OTU17411"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU4126"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0
"OTU20306"	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"OTU25901"	9	0	0	0	0	5	2	0	0	184	3	3	0	0	1	4	0	5	0	1	0	7	0	0	2	2	4	1	252	113	0	2	0	8	1	7	3	1	8	2	4	0	9	90	39	19	0	0	0	0	0	0	0	0	0	0
"OTU28440"	0	0	0	0	0	0	0	2	6	15	4	0	7	0	0	0	0	2	8	1	4	7	20	1	0	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	5	0	9	0	0	2	0	0	0	0	0	0	0	0
"OTU18298"	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU8015"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
"OTU28463"	0	0	0	0	0	0	2	130	0	146	33	0	0	4	0	0	0	4	0	0	222	4	49	1	0	0	0	0	0	3	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"OTU115"	0	0	56	0	0	0	45	105	22	245	2745	0	0	0	2	0	0	0	0	0	0	8	0	1212	0	0	0	0	0	17	0	207	0	0	124	0	0	0	0	68	0	0	776	145	21	0	0	0	0	0	0	1	0	0	0	0
"OTU18214"	1	0	0	0	0	0	1	17	18	0	0	1	0	0	0	3	0	0	0	0	0	1	5	0	0	0	0	4	22	99	0	14	0	0	0	0	0	11	0	0	0	0	0	12	0	15	1	0	0	0	0	0	0	0	0	0
"OTU1239"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"OTU5765"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0
"OTU3558"	0	0	0	0	0	0	0	3	5	3	33	0	0	0	0	0	0	0	0	0	13	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU705"	6	3	3	19	5	11	4	0	3	25	44	4	2	4	3	4	0	2	8	3	4	0	0	1	8	6	0	7	0	5	0	0	9	9	6	8	2	3	7	9	0	0	4	13	0	6	3	1	7	0	5	3	2	1	14	3
"OTU3613"	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0
"OTU3491"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU14262"	0	0	1	0	0	0	0	1	4	8	29	0	0	0	0	0	0	0	0	0	3	7	0	0	0	0	0	0	9	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	2
"OTU2376"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
"OTU5641"	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	4	0	0	0	0	5	1	0	1	0	2	0	0	0	0
"OTU803"	1	8	0	6	6	2	1	1	0	0	0	2	5	0	2	22	0	1	0	11	0	0	0	0	6	5	3	5	0	0	0	0	2	0	1	6	12	0	2	10	0	1	0	0	0	0	4	1	0	3	1	10	2	0	1	1
"OTU20407"	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0
"OTU7706"	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU18357"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU9825"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"OTU8500"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU1705"	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU454"	4	2	3	9	10	2	2	0	0	0	0	13	2	2	0	2	3	7	4	8	0	0	0	0	3	6	4	1	0	0	0	0	5	0	0	5	3	0	0	3	0	0	0	0	0	0	12	0	10	4	2	6	7	5	13	3
"OTU11527"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
"OTU24715"	0	1	4	0	0	1	3	0	0	0	0	2	4	0	2	5	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	1	0
"OTU13567"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	27	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
"OTU8450"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU1434"	0	0	0	0	0	0	0	6	1	2	8	0	0	0	0	0	0	1	0	0	41	8	8	38	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
"OTU2451"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU4151"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"OTU3293"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU8113"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
"OTU847"	0	10	0	0	4	3	0	0	0	0	0	55	29	24	33	1	27	32	52	15	0	0	0	4	0	2	12	0	0	0	0	0	14	13	45	8	16	21	7	0	10	7	0	15	0	0	0	91	0	0	0	0	0	0	0	0
"OTU12432"	0	0	0	0	0	0	0	0	0	4	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU20918"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU13286"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU7126"	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU9589"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU28315"	0	0	0	0	0	0	1	3	0	0	3	1	0	0	0	0	0	0	0	2	1	0	15	3	0	0	0	0	0	0	0	0	3	0	0	2	0	4	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	3	0
"OTU5343"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
"OTU3551"	1	0	0	4	0	2	0	5	0	0	0	2	1	1	0	0	0	0	0	0	0	10	0	0	5	0	0	0	0	0	0	0	11	4	0	1	0	0	0	5	0	0	0	0	0	0	0	0	3	2	1	0	0	0	1	0
"OTU4469"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	3	0	0	0
"OTU7168"	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	3	0
"OTU2356"	19	0	1	11	1	10	11	0	66	133	0	0	1	0	6	3	0	1	5	2	52	17	174	0	16	1	6	6	0	65	0	0	0	8	9	11	4	7	2	7	0	5	116	0	2	0	2	1	11	4	10	4	0	3	3	4
"OTU1658"	5	8	0	7	2	9	3	0	0	0	0	6	0	3	8	9	0	0	4	2	0	0	0	0	0	0	0	6	0	0	0	0	0	9	0	0	4	1	0	0	0	0	0	0	0	0	1	0	1	1	18	3	7	0	13	25
"OTU10192"	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
"OTU1562"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0
"OTU22325"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
"OTU12426"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
"OTU3211"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	3	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0
"OTU12303"	0	0	0	3	0	0	0	0	11	0	6	0	0	0	11	0	15	23	103	42	11	37	8	1	1	3	0	1	0	0	0	0	10	0	0	3	3	47	110	0	33	81	4	0	0	2	0	1	0	0	2	2	0	0	0	0
"OTU6536"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OTU21403"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"OTU12882"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU13457"	0	0	0	0	0	0	0	0	0	0	0	2	14	7	1	0	1	10	5	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU19645"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU3021"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	7	0	0	0	0	0	0	0	3	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU4060"	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	19	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	22	0	0	0	0	0	0	0	0	0	0
"OTU6893"	0	1	0	0	0	0	0	0	0	0	0	17	20	0	1	0	5	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	24	0	0	0	0	9	0	0	1	12	0	0	0	0	0	0	0	0	0	0	2	0	0	1
"OTU20550"	64	1	0	3	0	0	0	0	2	0	0	46	0	0	0	0	0	0	0	0	36	6	134	0	0	0	0	0	0	0	0	0	0	1	0	29	0	0	0	49	0	24	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"OTU4822"	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	7	1	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU13611"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU14901"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
"OTU2595"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	22	0	75	22	0	0	0	0	0	0	0	0	0	0
"OTU3472"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU17636"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0
"OTU2497"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
"OTU28321"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU978"	0	0	0	6	0	0	3	0	0	0	0	2	8	1	4	7	4	3	10	3	0	0	0	0	4	1	0	5	0	0	0	0	4	0	3	2	4	3	1	0	2	3	0	0	0	0	2	0	14	9	12	27	11	30	12	20
"OTU3702"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	13	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1
"OTU19153"	0	0	0	2	4	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	2	0	0	18	0	0	0	0	0	0	1	0	0	0
"OTU7578"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
"OTU5752"	0	0	0	0	0	0	0	6	19	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU5237"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU4668"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU22612"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	44	37	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"OTU4545"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU24730"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU6186"	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0
"OTU14091"	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0
"OTU13829"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU664"	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	54	0	0	0	2	0	0	0	0	4	0	0	0	0	258	5	73	398	0	0	0	0	0	0	0	0	0	0
"OTU312"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU4817"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3
"OTU380"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU11465"	0	0	1	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	1	1	0	0	1	1	2	0
"OTU28130"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU14221"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
"OTU7306"	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU27204"	0	0	0	0	0	0	0	4	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU20890"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"OTU10853"	1	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	3	11	0	4	0	0	0	0	0	3	2	0	0	0	0	0	47	2	264	54	19	3	4	0	0	0	84	345	0	0	0	7	0	0	0	0	0	0	0	0
"OTU7008"	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	2	0	18	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU298"	0	0	2	0	0	0	0	3	9	36	45	0	0	0	0	0	0	0	0	0	1101	276	376	96	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU1277"	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	17	0	0	0	0	0	0	6	0	0	6	0	1	18	129	0	180	0	0	0	0	0	0	2	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
"OTU11062"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"OTU4951"	0	0	1	0	0	0	0	0	0	0	0	1	2	1	0	5	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	12	0	2	1	0	4	0	0	0	0	0	3	1	3	5	1	2	0	3	9
"OTU5195"	1	1	2	2	8	7	2	0	0	0	0	2	0	0	0	0	2	0	8	3	0	0	0	0	6	5	0	3	0	0	0	0	1	3	0	3	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	3	2	2	2	7
