Plant_Number,date,Rdate,survival,Transplant_height_cm,Transplant_leaf,volunteer_dicot,volunteer_grass,,,,,,
132,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
133,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
134,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
135,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
136,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
137,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
138,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
139,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
140,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
141,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
142,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
143,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
144,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
145,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
146,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
147,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
148,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
149,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
150,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
151,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
152,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
153,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
154,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
155,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
156,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
157,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
158,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
159,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
160,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
161,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
162,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
163,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
164,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
165,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
166,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
167,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
168,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
169,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
170,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
171,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
172,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
173,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
174,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
175,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
176,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
177,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
178,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
179,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
180,7_9,2018-07-09,1,NA,NA,0,0,,,,,,
