date,Plant_Number,potweight_g,notes,observer,date_raw
7_1,125,168,,NEED,7/1/2018
7_1,126,158,,NEED,7/1/2018
7_1,127,154.5,,NEED,7/1/2018
7_1,128,172.5,,NEED,7/1/2018
7_1,129,161,,NEED,7/1/2018
7_1,130,161,,NEED,7/1/2018
7_1,131,173.5,,NEED,7/1/2018
7_1,132,162,,NEED,7/1/2018
7_1,133,145,,NEED,7/1/2018
7_1,134,170.5,,NEED,7/1/2018
7_1,135,166,,NEED,7/1/2018
7_1,136,151,,NEED,7/1/2018
7_1,137,159.5,,NEED,7/1/2018
7_1,138,159.5,,NEED,7/1/2018
7_1,139,194.5,,NEED,7/1/2018
7_1,140,187.5,,NEED,7/1/2018
7_1,141,160.5,,NEED,7/1/2018
7_1,142,168.5,,NEED,7/1/2018
7_1,143,186.5,,NEED,7/1/2018
7_1,144,195.5,,NEED,7/1/2018
7_1,145,169.5,,NEED,7/1/2018
7_1,146,166.5,,NEED,7/1/2018
7_1,147,166.5,,NEED,7/1/2018
7_1,148,151.5,,NEED,7/1/2018
7_1,149,186,,NEED,7/1/2018
7_1,150,183.5,,NEED,7/1/2018
7_1,151,174.5,,NEED,7/1/2018
7_1,152,192.5,,NEED,7/1/2018
7_1,153,164,,NEED,7/1/2018
7_1,154,162.5,,NEED,7/1/2018
7_1,155,185,,NEED,7/1/2018
7_1,156,181.5,,NEED,7/1/2018
7_1,157,177.5,,NEED,7/1/2018
7_1,158,193.5,,NEED,7/1/2018
7_1,159,181.5,,NEED,7/1/2018
7_1,160,159,,NEED,7/1/2018
7_1,161,178,,NEED,7/1/2018
7_1,162,179.5,,NEED,7/1/2018
7_1,163,202.5,,NEED,7/1/2018
7_1,164,179,,NEED,7/1/2018
7_1,165,185,,NEED,7/1/2018
7_1,166,189.5,,NEED,7/1/2018
7_1,167,168,,NEED,7/1/2018
7_1,168,168,,NEED,7/1/2018
7_1,169,179,,NEED,7/1/2018
7_1,170,171.5,,NEED,7/1/2018
7_1,171,179.5,,NEED,7/1/2018
7_1,172,172,,NEED,7/1/2018
7_1,173,166.5,,NEED,7/1/2018
7_1,174,188.5,,NEED,7/1/2018
7_1,175,191,,NEED,7/1/2018
7_1,176,183.5,,NEED,7/1/2018
7_1,177,180.5,,NEED,7/1/2018
7_1,178,181,,NEED,7/1/2018
7_1,179,174,,NEED,7/1/2018
7_1,180,166,,NEED,7/1/2018
7_7,1,178,,NEED,7/7/2018
7_7,2,173,,NEED,7/7/2018
7_7,3,175,,NEED,7/7/2018
7_7,4,186.5,,NEED,7/7/2018
7_7,5,205,,NEED,7/7/2018
7_7,6,185.8,,NEED,7/7/2018
7_7,7,180,,NEED,7/7/2018
7_7,8,183.5,,NEED,7/7/2018
7_7,9,192,,NEED,7/7/2018
7_7,10,170,,NEED,7/7/2018
7_7,11,149.5,,NEED,7/7/2018
7_7,12,179,,NEED,7/7/2018
7_7,13,183,,NEED,7/7/2018
7_7,14,185.5,,NEED,7/7/2018
7_7,15,178,,NEED,7/7/2018
7_7,16,162.5,,NEED,7/7/2018
7_7,17,180.5,,NEED,7/7/2018
7_7,18,171,,NEED,7/7/2018
7_7,19,130,,NEED,7/7/2018
7_7,20,192,,NEED,7/7/2018
7_7,21,162,,NEED,7/7/2018
7_7,22,150,,NEED,7/7/2018
7_7,23,183,,NEED,7/7/2018
7_7,24,145.5,,NEED,7/7/2018
7_7,25,159.5,,NEED,7/7/2018
7_7,26,176.5,,NEED,7/7/2018
7_7,27,158,,NEED,7/7/2018
7_7,28,169.5,,NEED,7/7/2018
7_7,29,171,,NEED,7/7/2018
7_7,30,183.5,,NEED,7/7/2018
7_7,31,182.5,,NEED,7/7/2018
7_7,32,187,,NEED,7/7/2018
7_7,33,181,,NEED,7/7/2018
7_7,34,169.5,,NEED,7/7/2018
7_7,35,171.5,,NEED,7/7/2018
7_7,36,181.5,,NEED,7/7/2018
7_7,37,183,,NEED,7/7/2018
7_7,38,171,,NEED,7/7/2018
7_7,39,173.5,,NEED,7/7/2018
7_7,40,182.5,,NEED,7/7/2018
7_7,41,190.5,,NEED,7/7/2018
7_7,42,156.5,,NEED,7/7/2018
7_7,43,180.5,,NEED,7/7/2018
7_7,44,176.5,,NEED,7/7/2018
7_7,45,184.5,,NEED,7/7/2018
7_7,46,185,,NEED,7/7/2018
7_7,47,159.5,,NEED,7/7/2018
7_7,48,180,,NEED,7/7/2018
7_7,49,183,,NEED,7/7/2018
7_7,50,197.5,,NEED,7/7/2018
7_7,51,187,,NEED,7/7/2018
7_7,52,167.5,,NEED,7/7/2018
7_7,53,190.5,,NEED,7/7/2018
7_7,54,138,,NEED,7/7/2018
7_7,55,186,,NEED,7/7/2018
7_7,56,191.5,,NEED,7/7/2018
7_7,57,199.5,,NEED,7/7/2018
7_7,58,174,,NEED,7/7/2018
7_7,59,185,,NEED,7/7/2018
7_7,60,185,,NEED,7/7/2018
7_7,61,182.5,,NEED,7/7/2018
7_7,62,175,,NEED,7/7/2018
7_7,63,183.5,,NEED,7/7/2018
7_7,64,176,,NEED,7/7/2018
7_7,65,183,,NEED,7/7/2018
7_7,66,164,,NEED,7/7/2018
7_7,67,177.5,,NEED,7/7/2018
7_7,68,175,,NEED,7/7/2018
7_7,69,173,,NEED,7/7/2018
7_7,70,182,,NEED,7/7/2018
7_7,71,190,,NEED,7/7/2018
7_7,72,171,,NEED,7/7/2018
7_7,73,174.5,,NEED,7/7/2018
7_7,74,183.5,,NEED,7/7/2018
7_7,75,181,,NEED,7/7/2018
7_7,76,194,,NEED,7/7/2018
7_7,77,181,,NEED,7/7/2018
7_7,78,175.5,,NEED,7/7/2018
7_7,79,182.5,,NEED,7/7/2018
7_7,80,171.5,,NEED,7/7/2018
7_7,81,178.5,,NEED,7/7/2018
7_7,82,179,,NEED,7/7/2018
7_7,83,177,,NEED,7/7/2018
7_7,84,172.5,,NEED,7/7/2018
7_7,85,182,,NEED,7/7/2018
7_7,86,185.5,,NEED,7/7/2018
7_7,87,182,,NEED,7/7/2018
7_7,88,147,,NEED,7/7/2018
7_7,89,181,,NEED,7/7/2018
7_7,90,205,,NEED,7/7/2018
7_7,91,149.5,,NEED,7/7/2018
7_7,92,160.5,,NEED,7/7/2018
7_7,93,159,,NEED,7/7/2018
7_7,94,151,,NEED,7/7/2018
7_7,95,153.5,,NEED,7/7/2018
7_7,96,175.5,,NEED,7/7/2018
7_7,97,167.5,,NEED,7/7/2018
7_7,98,177,,NEED,7/7/2018
7_7,99,155.5,,NEED,7/7/2018
7_7,100,170.5,,NEED,7/7/2018
7_7,101,182,,NEED,7/7/2018
7_7,102,176.5,,NEED,7/7/2018
7_7,103,145.5,,NEED,7/7/2018
7_7,104,189.5,,NEED,7/7/2018
7_7,105,134.5,,NEED,7/7/2018
7_7,106,150,,NEED,7/7/2018
7_7,107,127.5,,NEED,7/7/2018
7_7,108,170,,NEED,7/7/2018
7_7,109,169.5,,NEED,7/7/2018
7_7,110,172,,NEED,7/7/2018
7_7,111,167.5,,NEED,7/7/2018
7_7,112,170.5,,NEED,7/7/2018
7_7,113,171,,NEED,7/7/2018
7_7,114,165.5,,NEED,7/7/2018
7_7,115,178,,NEED,7/7/2018
7_7,116,151.5,,NEED,7/7/2018
7_7,117,172.5,,NEED,7/7/2018
7_7,118,134,,NEED,7/7/2018
7_7,119,172,,NEED,7/7/2018
7_7,120,147.5,,NEED,7/7/2018
7_7,121,173,,NEED,7/7/2018
7_7,122,166.5,,NEED,7/7/2018
7_7,123,162.5,,NEED,7/7/2018
7_7,124,159.5,,NEED,7/7/2018
7_7,125,165,,NEED,7/7/2018
7_7,126,156,,NEED,7/7/2018
7_7,127,150.5,,NEED,7/7/2018
7_7,128,169,,NEED,7/7/2018
7_7,129,157.5,,NEED,7/7/2018
7_7,130,159.5,,NEED,7/7/2018
7_7,131,172.5,,NEED,7/7/2018
7_7,132,158.5,,NEED,7/7/2018
7_7,133,143.5,,NEED,7/7/2018
7_7,134,168,,NEED,7/7/2018
7_7,135,161.5,,NEED,7/7/2018
7_7,136,147.5,,NEED,7/7/2018
7_7,137,153.5,1553.5 was entered for weight,NEED,7/7/2018
7_7,138,158,,NEED,7/7/2018
7_7,139,191,,NEED,7/7/2018
7_7,140,179.5,,NEED,7/7/2018
7_7,141,157,,NEED,7/7/2018
7_7,142,163,,NEED,7/7/2018
7_7,143,182,,NEED,7/7/2018
7_7,144,189.5,,NEED,7/7/2018
7_7,145,169,,NEED,7/7/2018
7_7,146,162,,NEED,7/7/2018
7_7,147,163.5,,NEED,7/7/2018
7_7,148,149,,NEED,7/7/2018
7_7,149,164,,NEED,7/7/2018
7_7,150,180.5,,NEED,7/7/2018
7_7,151,170,,NEED,7/7/2018
7_7,152,189,,NEED,7/7/2018
7_7,153,161.5,,NEED,7/7/2018
7_7,154,161.5,,NEED,7/7/2018
7_7,155,180,,NEED,7/7/2018
7_7,156,179,,NEED,7/7/2018
7_7,157,173.5,,NEED,7/7/2018
7_7,158,190.5,,NEED,7/7/2018
7_7,159,178.5,,NEED,7/7/2018
7_7,160,158.5,,NEED,7/7/2018
7_7,161,175.5,,NEED,7/7/2018
7_7,162,176.5,,NEED,7/7/2018
7_7,163,198.5,,NEED,7/7/2018
7_7,164,175.5,,NEED,7/7/2018
7_7,165,181.5,,NEED,7/7/2018
7_7,166,186.5,,NEED,7/7/2018
7_7,167,164.5,,NEED,7/7/2018
7_7,168,163,,NEED,7/7/2018
7_7,169,176,,NEED,7/7/2018
7_7,170,168,,NEED,7/7/2018
7_7,171,175.5,,NEED,7/7/2018
7_7,172,165.5,,NEED,7/7/2018
7_7,173,161.5,,NEED,7/7/2018
7_7,174,182,,NEED,7/7/2018
7_7,175,183.5,,NEED,7/7/2018
7_7,176,176.5,,NEED,7/7/2018
7_7,177,173.5,,NEED,7/7/2018
7_7,178,177.5,,NEED,7/7/2018
7_7,179,170,,NEED,7/7/2018
7_7,180,158.5,,NEED,7/7/2018
