Feature ID	Taxon	Confidence
OTU3071	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Isosphaerales;f__Isosphaeraceae;g__Singulisphaera	0.9934592348783768
OTU3073	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__Palsa-465 sp003137075	0.8748143166881629
OTU3074	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__Gemmata;s__Gemmata obscuriglobus	0.9938265964080836
OTU3075	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter	0.7533631495991335
OTU3076	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales	0.9840856477820161
OTU3077	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae	0.9962229685105757
OTU3078	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae	0.9339160733472949
OTU3080	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	0.9991130512434493
OTU3082	d__Bacteria	0.9999998176984505
OTU3083	d__Bacteria;p__Binatota;c__Binatia;o__HRBIN30;f__HRBIN30;g__HRBIN30;s__HRBIN30 sp002898795	0.999820407466789
OTU3084	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae	0.9992932793111908
OTU3085	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium fuchskuhlense	0.9720963458560778
OTU3087	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Palsa-1150;s__Palsa-1150 sp003153495	0.9958399211802955
OTU3088	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia	0.7396574859417991
OTU3089	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae	0.7079029390813639
OTU3090	d__Bacteria	0.999999869434993
OTU3091	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.9950093534538508
OTU3092	d__Bacteria;p__Firmicutes;c__Bacilli	0.7459806005195718
OTU3093	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales	0.9999595065296268
OTU3094	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae	0.9600365836739475
OTU3099	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae	0.9981418192989663
OTU3101	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9	0.9989172312071657
OTU3102	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales	0.995337829599052
OTU3103	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Geminicoccales;f__Geminicoccaceae	0.9972772039716369
OTU3104	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__GCA-2683825;s__GCA-2683825 sp002683825	0.9963443462270166
OTU3107	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__Ktedonobacter;s__Ktedonobacter racemifer	0.9998505730773415
OTU3108	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	0.9908822129019922
OTU3109	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter	0.7050134121569559
OTU3112	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__Fimbriiglobus;s__Fimbriiglobus ruber	0.902237378079816
OTU3113	d__Bacteria;p__Binatota;c__Binatia;o__HRBIN30;f__HRBIN30;g__HRBIN30;s__HRBIN30 sp002898795	0.9999999435837326
OTU3114	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__Gemmata;s__Gemmata obscuriglobus	0.8712910202393974
OTU3115	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__Fimbriiglobus;s__Fimbriiglobus ruber	0.7480070104508877
OTU3118	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__2-02-FULL-39-32;f__2-02-FULL-39-32;g__2-02-FULL-39-32;s__2-02-FULL-39-32 sp001800135	0.9996291750430665
OTU3120	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__PALSA-1355;g__PALSA-1355;s__PALSA-1355 sp003153375	0.9357920676395426
OTU3121	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae	0.9994812677670227
OTU3122	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Geodermatophilaceae	0.701413499614307
OTU3125	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae	0.9906525356492415
OTU3126	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Chthoniobacter;s__Chthoniobacter flavus	0.9998847016039057
OTU3129	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__2-12-FULL-35-15;g__2-12-FULL-35-15;s__2-12-FULL-35-15 sp001769385	0.7971032252182649
OTU3130	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae	0.9999712067336228
OTU3131	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268	0.7111200692016214
OTU3133	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__UBA1268;s__UBA1268 sp002171115	0.7418343995031256
OTU3134	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae	0.9926293430666482
OTU3135	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales	0.7234182811596254
OTU3136	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2979;f__UBA2979;g__W-Chloroflexi-9;s__W-Chloroflexi-9 sp002840675	0.999993506807022
OTU3137	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__BOG-1460;s__BOG-1460 sp003159675	0.70777688007471
OTU3138	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Elsterales;f__URHD0088;g__URHD0088;s__URHD0088 sp000518365	0.998461526903102
OTU3139	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__AV2;g__AV2;s__AV2 sp003218935	0.9905488681100997
OTU3140	d__Bacteria	0.9999999999997432
OTU3142	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae	0.9999941894754022
OTU3143	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia	0.7962980084319159
OTU3147	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae	0.8850147915741395
OTU3150	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__Gp7-AA10;s__Gp7-AA10 sp003223695	0.9971817374350205
OTU3154	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae	0.7887036955695271
OTU3155	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Vermiphilaceae;g__Vermiphilus;s__Vermiphilus pyriformis	0.9917652404738111
OTU3156	d__Bacteria;p__Patescibacteria;c__Doudnabacteria;o__UBA920;f__UBA920;g__PALSA-1336;s__PALSA-1336 sp003151625	0.996993918069861
OTU3159	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Leaf454;s__Leaf454 sp001425485	0.9334480094506596
OTU3160	d__Bacteria;p__Actinobacteriota	0.9879435590760348
OTU3163	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__Gemmata;s__Gemmata obscuriglobus	0.998975336378535
OTU3165	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__Fimbriiglobus;s__Fimbriiglobus ruber	0.9961650825897174
OTU3166	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter	0.7024339804375096
OTU3167	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__Fimbriiglobus;s__Fimbriiglobus ruber	0.943740540700615
OTU3169	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__Fimbriiglobus;s__Fimbriiglobus ruber	0.9569251737810116
OTU3170	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA4142;f__UBA4142;g__UBA4142;s__UBA4142 sp002400365	0.9948639382549841
OTU3171	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Vicinamibacteraceae;g__Luteitalea;s__Luteitalea pratensis	0.963575948158946
OTU3172	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Conexibacter_A	0.925086750537163
OTU3175	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae	0.9550209713538295
OTU3176	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__AV80;s__AV80 sp003134765	0.9721524783990539
OTU3177	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__2-01-FULL-59-12;f__2-01-FULL-59-12;g__2-01-FULL-59-12;s__2-01-FULL-59-12 sp001800075	0.9898985246704302
OTU3180	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__Kouleothrix;s__Kouleothrix aurantiaca	0.9999976080420837
OTU3181	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Rhodoplanes;s__Rhodoplanes piscinae	0.7141326320048738
OTU3183	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales	0.968044449810788
OTU3184	d__Bacteria;p__Binatota;c__Binatia;o__UTPRO1;f__UTPRO1;g__UTPRO1;s__UTPRO1 sp002050235	0.9999015324833757
OTU3185	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__UBA1268	0.9934277239125602
OTU3186	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2979;f__UBA2979;g__W-Chloroflexi-9;s__W-Chloroflexi-9 sp002840675	0.9961217112451894
OTU3187	d__Bacteria;p__Chloroflexota_A;c__Ellin6529;o__CSP1-4;f__CSP1-4;g__GWC2-73-18;s__GWC2-73-18 sp001794945	0.9999999518553875
OTU3188	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Babeliaceae;g__Babela;s__Babela massiliensis	0.9017983336912274
OTU3190	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.9968297496429492
OTU3191	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__Haliangium;s__Haliangium ochraceum	0.984358197158466
OTU3192	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea	0.9999999594049616
OTU3193	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__UBA969;s__UBA969 sp002303765	0.8218097233915371
OTU3194	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae	0.9849708439580054
OTU3195	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__Dormibacter;s__Dormibacter sp003244185	0.9968447061185135
OTU3198	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio_A;s__Bdellovibrio_A exovorus	0.8397128466427167
OTU3199	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__DSL-40;s__DSL-40 sp003258405	0.7034569942627076
OTU3201	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Minicystis;s__Minicystis rosea	0.9753317971765495
OTU3202	d__Bacteria;p__Verrucomicrobiota_A;c__Chlamydiia;o__Parachlamydiales;f__Ga0074140;g__2-02-FULL-49-12;s__2-02-FULL-49-12 sp001796315	0.9834065334069325
OTU3203	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__PALSA-1347;s__PALSA-1347 sp003136315	0.9876233347260917
OTU3204	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Micromonosporaceae;g__Actinoplanes;s__Actinoplanes liguriensis	0.9844025102095202
OTU3205	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	0.7592914362234026
OTU3206	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae	0.996815474462126
OTU3208	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	0.7872529193523099
OTU3209	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae	0.9999984882365814
OTU3210	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae	0.9996858203334805
OTU3211	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Fibrella;s__Fibrella aestuarina	0.9999999993309245
OTU3213	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__GCA-2733575;s__GCA-2733575 sp002733575	0.7052646375199537
OTU3215	d__Bacteria	0.9999995921637798
OTU3216	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__QKMZ01;s__QKMZ01 sp003242885	0.9923474910092098
OTU3217	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1161;f__UBA1161;g__UBA2421;s__UBA2421 sp002343075	0.9999998527533445
OTU3218	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales	0.9952664619553666
OTU3219	d__Bacteria;p__Firmicutes_I;c__Bacilli_A;o__Thermoactinomycetales	0.7400845042301017
OTU3220	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae	0.8762522180707462
OTU3222	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.9996986312579356
OTU3223	d__Bacteria;p__Verrucomicrobiota_A;c__Chlamydiia;o__Parachlamydiales;f__SM23-39;g__PALSA-1448;s__PALSA-1448 sp003151315	0.9999959142814182
OTU3224	d__Bacteria	0.9999999999992703
OTU3225	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Geminicoccales;f__Geminicoccaceae;g__Arboricoccus;s__Arboricoccus pini	0.9924011117999297
OTU3227	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__UBA1930;s__UBA1930 sp002337145	0.854422956024761
OTU3228	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SG8-4;f__SG8-4	0.87832437297178
OTU3229	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__UBA969;s__UBA969 sp002303765	0.7627651934695735
OTU3230	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__ZC4RG30;s__ZC4RG30 sp003242275	0.9972016740068848
OTU3231	d__Bacteria	0.9999999913696481
OTU3232	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae	0.9988171013079424
OTU3233	d__Bacteria;p__Patescibacteria;c__Doudnabacteria;o__UBA920;f__O2-02-FULL-48-8;g__O2-12-FULL-42-9;s__O2-12-FULL-42-9 sp001777665	0.9999975082666659
OTU3237	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Chthoniobacter;s__Chthoniobacter flavus	0.8844294210359521
OTU3238	d__Bacteria;p__Planctomycetota;c__Phycisphaerae	0.9529287553590704
OTU3239	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__Fimbriiglobus;s__Fimbriiglobus ruber	0.8636940405448175
OTU3241	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae	0.8181612407761394
OTU3242	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Chryseolinea;s__Chryseolinea serpens	0.7012216925862447
OTU3243	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__2-12-FULL-35-15;g__2-12-FULL-35-15;s__2-12-FULL-35-15 sp001769385	0.999900864149267
OTU3244	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Steroidobacter;s__Steroidobacter denitrificans	0.9996181930966931
OTU3247	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__SZUA-254;g__SZUA-254;s__SZUA-254 sp003235555	0.9999733979617433
OTU3248	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae	0.9978239059374711
OTU3249	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02	0.9780092045716724
OTU3250	d__Bacteria;p__Bacteroidota;c__Bacteroidia	0.9974226811158515
OTU3251	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__UBA4655;s__UBA4655 sp002405515	0.8935717221459912
OTU3252	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA56;s__Gp6-AA56 sp003222395	0.9999898945305016
OTU3253	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bog-159;s__Bog-159 sp003166475	0.9470269077836964
OTU3254	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2979;f__UBA2979	0.9889699419073128
OTU3255	d__Bacteria;p__Verrucomicrobiota_A;c__Chlamydiia;o__Parachlamydiales;f__Simkaniaceae;g__Simkania;s__Simkania negevensis	0.9434255065668652
OTU3256	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__2-12-FULL-64-23;s__2-12-FULL-64-23 sp001770575	0.7613348937045482
OTU3258	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia;s__Devosia epidermidihirudinis	0.8308253033210468
OTU3260	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia	0.9948821508031965
OTU3262	d__Bacteria	0.9999999987853166
OTU3264	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.9971838421485295
OTU3265	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae	0.9999990411798692
OTU3266	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__Gemmatirosa kalamazoonesis	0.8160423474987529
OTU3267	d__Bacteria;p__Sumerlaeota;c__Sumerlaeia;o__Sumerlaeales;f__Sumerlaeaceae;g__HGW-BRC1-1;s__HGW-BRC1-1 sp002842095	0.9161741563977107
OTU3268	d__Bacteria	0.999999997531652
OTU3269	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__Thermomicrobiaceae	0.9789872167256064
OTU3270	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio_A;s__Bdellovibrio_A exovorus	0.9999920748026753
OTU3273	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__UBA1936;s__UBA1936 sp002336985	0.9591928198854776
OTU3275	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__Pedosphaera;s__Pedosphaera parvula	0.9990247842151697
OTU3276	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__OLB11;s__OLB11 sp001567165	0.8837578219695621
OTU3278	d__Bacteria	0.9915729569313739
OTU3282	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae	0.9942080196804257
OTU3283	d__Bacteria	0.9999992695414341
OTU3284	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257	0.8622964812178282
OTU3285	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Cellvibrio	0.9999824425635256
OTU3286	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__Haliangium;s__Haliangium ochraceum	0.7435557456601098
OTU3288	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	0.8731511872723992
OTU3290	d__Bacteria;p__Actinobacteriota	0.9745069756900439
OTU3293	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rubellimicrobium;s__Rubellimicrobium mesophilum	0.9942564209389874
OTU3294	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__UBA4720;s__UBA4720 sp003134685	0.783235246574366
OTU3295	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae	0.9952812382358337
OTU3296	d__Bacteria	0.999999999521889
OTU3300	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas	0.9994210679146431
OTU3301	d__Bacteria;p__Planctomycetota	0.7152801226694593
OTU3303	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae	0.9724191630283785
OTU3304	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Vampirovibrionales;f__Vampirovibrionaceae;g__Vampirovibrio;s__Vampirovibrio chlorellavorus_B	0.9220759550463867
OTU3308	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Ga0074137;s__Ga0074137 sp001464715	0.9686756701200406
OTU3309	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Chondromyces;s__Chondromyces apiculatus	0.8167795882434749
OTU3310	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA1113;f__UBA1113;g__GCA-2709565;s__GCA-2709565 sp002709565	0.8613766693875149
OTU3311	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales	0.8123192468988789
OTU3313	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Paracaedibacterales;f__Paracaedibacteraceae	0.9754179725945542
OTU3314	d__Bacteria;p__Acidobacteriota;c__Mor1;o__Gp22-AA2;f__AA152;g__AA152;s__AA152 sp003222305	0.9647402943506687
OTU3316	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__NIC37A-2;s__NIC37A-2 sp002085155	0.8408712919640333
OTU3318	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2979;f__UBA2979;g__W-Chloroflexi-9;s__W-Chloroflexi-9 sp002840675	0.9995664939842105
OTU3319	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__OLB17;s__OLB17 sp001464455	0.8930267811287989
OTU3320	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae	0.9308651861299989
OTU3321	d__Bacteria	0.9925011621196574
OTU3322	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__Palsa-739;s__Palsa-739 sp003139545	0.8332838190552857
OTU3323	d__Bacteria;p__Bacteroidota;c__Bacteroidia	0.9985249200413231
OTU3324	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Chondromyces;s__Chondromyces crocatus	0.9413154352027896
OTU3325	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Isosphaerales;f__Isosphaeraceae	0.9999999880405601
OTU3326	d__Bacteria	0.999999999999983
OTU3327	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales	0.9918465008159644
OTU3329	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Ga0077529;g__SZUA-42;s__SZUA-42 sp003233055	0.70019210001485
OTU3330	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;s__Anaeromyxobacter sp000964525	0.7178882113135666
OTU3331	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__Kouleothrix;s__Kouleothrix aurantiaca	0.9999996888779408
OTU3332	d__Bacteria	0.9999999988636209
OTU3333	d__Bacteria;p__Binatota;c__Binatia;o__HRBIN30;f__HRBIN30;g__HRBIN30;s__HRBIN30 sp002898795	0.9999966716093209
OTU3334	d__Bacteria	0.9999999760332143
OTU3335	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__2013-60CM-65-52;s__2013-60CM-65-52 sp002215645	0.7037781277874122
OTU3337	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Niastella	0.9682170473013394
OTU3338	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__UBA9933;g__UBA9933	0.7642816451485323
OTU3339	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__Thermomicrobiaceae	0.9961069622715972
OTU3340	d__Bacteria	0.9991867697726136
OTU3341	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae	0.9092449237175466
OTU3342	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Isosphaerales;f__Isosphaeraceae;g__Paludisphaera;s__Paludisphaera sp001610895	0.9086453099741675
OTU3343	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Isosphaerales;f__Isosphaeraceae;g__Paludisphaera	0.7798712003564611
OTU3345	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae	0.9932470976030829
OTU3347	d__Bacteria	0.9999973590459291
