Feature ID	Taxon	Confidence
OTU7265	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.9934425493596617
OTU7266	d__Bacteria;p__Firmicutes_I;c__Bacilli_A;o__Thermoactinomycetales;f__Thermoactinomycetaceae	0.7143563312325969
OTU7267	d__Bacteria	0.9999999999926004
OTU7268	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__PALSA-1347;s__PALSA-1347 sp003136315	0.9984682788085121
OTU7269	d__Bacteria	0.9999998840766576
OTU7271	d__Bacteria	0.9983027628346403
OTU7272	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae	0.9962386962878943
OTU7275	d__Bacteria	0.9999996906801686
OTU7276	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__Fimbriiglobus;s__Fimbriiglobus ruber	0.7075607589376198
OTU7277	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__2-02-FULL-39-32;f__2-02-FULL-39-32;g__2-02-FULL-39-32;s__2-02-FULL-39-32 sp001800135	0.9971226415034689
OTU7279	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales	0.8468252116609399
OTU7280	d__Bacteria	0.9991841172174618
OTU7281	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales	0.9574981633061163
OTU7282	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae	0.9998624248836828
OTU7283	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Herpetosiphonaceae;g__JKG1;s__JKG1 sp000526415	0.9450686153329418
OTU7284	d__Bacteria	0.9980288200800131
OTU7290	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae	0.9908030072456097
OTU7291	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Palsa-89;s__Palsa-89 sp003166865	0.8751189519372802
OTU7292	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__UBA1018;f__UBA1018;g__XYD1-FULL-53-11;s__XYD1-FULL-53-11 sp001770165	0.9996204304599045
OTU7294	d__Bacteria	0.9953548546454238
OTU7299	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Fluviicola;s__Fluviicola taffensis	0.8390164940211199
OTU7301	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter	0.9360159304453266
OTU7302	d__Bacteria	0.9999785211463559
OTU7305	d__Bacteria;p__Verrucomicrobiota_A;c__Chlamydiia;o__Parachlamydiales;f__Ga0074140;g__Ga0074140;s__Ga0074140 sp001464115	0.9522361387210501
OTU7306	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter namyangjuensis	0.9277320601007255
OTU7307	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__Fimbriiglobus;s__Fimbriiglobus ruber	0.9614951894118865
OTU7308	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter	0.7484943935625168
OTU7309	d__Bacteria;p__Armatimonadota;c__Abditibacteria;o__Abditibacteriales;f__Abditibacteriaceae;g__Abditibacterium;s__Abditibacterium utsteinense	0.8307775307153897
OTU7311	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__UBA7656;g__QHVH01;s__QHVH01 sp003222245	0.9999994390446584
OTU7314	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA2396;s__UBA2396 sp002343325	0.9992144315010685
OTU7316	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__SCN-69-37;s__SCN-69-37 sp001724025	0.9996220277449027
OTU7317	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Alkalibacteraceae;g__Alkalibacter;s__Alkalibacter saccharofermentans	0.9999756402349601
OTU7318	d__Bacteria	0.9993741579722921
OTU7320	d__Bacteria;p__Dormibacterota;c__Dormibacteria	0.814522369170781
OTU7322	d__Bacteria	0.9999994241048277
OTU7323	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__UBA1018;f__UBA1018;g__XYD1-FULL-53-11;s__XYD1-FULL-53-11 sp001770165	0.9998825355250683
OTU7324	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA5793;s__UBA5793 sp002418285	0.9897075466930743
OTU7325	d__Bacteria;p__Verrucomicrobiota_A;c__Chlamydiia;o__Parachlamydiales;f__SM23-39;g__PALSA-1448;s__PALSA-1448 sp003151315	0.9969887780937118
OTU7327	d__Bacteria	0.9999999996208742
OTU7328	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__Leptospira_B	0.9999407781728686
OTU7329	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__Gemmata;s__Gemmata obscuriglobus	0.9966761272540037
OTU7331	d__Bacteria	0.9999999995256231
OTU7333	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae	0.9974720915015571
OTU7340	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales	0.9865524260213453
OTU7341	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae	0.8066452802446072
OTU7342	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1161;f__UBA1161;g__UBA2421;s__UBA2421 sp002343075	0.9993246341490057
OTU7344	d__Bacteria;p__Actinobacteriota;c__Actinobacteria	0.999999889262356
OTU7345	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__Thermomicrobiaceae	0.8779843269971148
OTU7349	d__Bacteria;p__Firmicutes_I;c__Bacilli_A;o__Thermoactinomycetales;f__Thermoactinomycetaceae	0.719998475086898
OTU7353	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Pontibacter	0.9507077643461455
OTU7354	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia	0.7029355448087823
OTU7356	d__Bacteria;p__Bacteroidota;c__Bacteroidia	0.9983031993945527
OTU7358	d__Bacteria;p__Actinobacteriota;c__Actinobacteria	0.9282431813477947
OTU7359	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA5793;s__UBA5793 sp002418285	0.9788184312333101
OTU7362	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.9958606976800738
OTU7366	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__2-01-FULL-59-12;f__2-01-FULL-59-12;g__2-01-FULL-59-12;s__2-01-FULL-59-12 sp001800075	0.9999880769583713
OTU7369	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales	0.9436798926561798
OTU7371	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae	0.9996539105701929
OTU7373	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA2396;s__UBA2396 sp002343325	0.7598108999780182
OTU7374	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae	0.7655430365012261
OTU7376	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae	0.7658798220585122
OTU7377	d__Bacteria	0.999274412220242
OTU7379	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__UBA73;g__UBA73;s__UBA73 sp002496015	0.9999996718664447
OTU7383	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.9946890525035886
OTU7384	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Berkiellales;f__Berkiellaceae	0.8407268264683905
OTU7385	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Geodermatophilaceae	0.9989565557764982
OTU7389	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales	0.8507618099047971
OTU7390	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Chondromyces	0.7595218479184037
OTU7392	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__UBP12;f__UBA5184;g__Fen-1528;s__Fen-1528 sp003151115	0.993513880442109
OTU7394	d__Bacteria;p__Planctomycetota;c__Brocadiae;o__Brocadiales;f__Brocadiaceae;g__Jettenia;s__Jettenia caeni	0.8267450297317722
OTU7397	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio_A;s__Bdellovibrio_A sp001771815	0.9999880415683371
OTU7401	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales	0.9887330886762989
OTU7402	d__Bacteria	0.9999999636698939
OTU7405	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__Fimbriiglobus;s__Fimbriiglobus ruber	0.9803021764694629
OTU7407	d__Bacteria	0.9999419851261513
OTU7408	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__Gemmatimonas phototrophica	0.8419979130017399
OTU7409	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae	0.9927934754501749
OTU7412	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae	0.999672443996875
OTU7413	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae	0.9999397085826526
OTU7420	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas	0.7910788151542298
OTU7421	d__Bacteria	0.9999997542804154
OTU7422	d__Bacteria;p__Verrucomicrobiota_A;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae;g__Neochlamydia;s__Neochlamydia sp000813665	0.9973529171208294
OTU7424	d__Bacteria;p__Planctomycetota;c__UBA8108;o__UBA8108;f__UBA8108;g__UBA8108	0.9065192147941626
OTU7426	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA11359;g__C7867-002;s__C7867-002 sp002413065	0.9999782290142432
OTU7429	d__Bacteria;p__Myxococcota;c__Polyangia	0.9467328967369487
OTU7430	d__Bacteria;p__Firmicutes;c__Bacilli	0.8860464660371818
OTU7432	d__Bacteria;p__Verrucomicrobiota_A;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae;g__Protochlamydia	0.9874587459982853
OTU7433	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-354;s__CAG-354 sp001915925	0.7929850912489363
OTU7434	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__GCA-2699025;s__GCA-2699025 sp002699025	0.7895803641606511
OTU7437	d__Bacteria	0.994752101110488
OTU7438	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__UBA1018;f__UBA1018;g__XYD1-FULL-53-11;s__XYD1-FULL-53-11 sp001770165	0.9999900747028375
OTU7441	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1161;f__UBA1161;g__UBA2421;s__UBA2421 sp002343075	0.9999376478926219
OTU7444	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35	0.9999965242034392
OTU7447	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Opitutus;s__Opitutus sp003054705	0.965210439595429
OTU7449	d__Bacteria;p__Armatimonadota;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__Chthonomonas calidirosea	0.9999054044022433
OTU7450	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__Gemmata;s__Gemmata obscuriglobus	0.9594417820065552
OTU7456	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.940019616473419
OTU7462	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QHXM01;s__QHXM01 sp003222945	0.9804948261151232
OTU7463	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae	0.9464347739032267
OTU7469	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__Gp7-AA10;s__Gp7-AA10 sp003223695	0.9999318410455723
OTU7473	d__Bacteria;p__Acidobacteriota	0.7896388520166455
OTU7475	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__UBA1018;f__UBA1018;g__XYD1-FULL-53-11;s__XYD1-FULL-53-11 sp001770165	0.9999999181299335
OTU7476	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA1565;g__UBA10166;s__UBA10166 sp001799695	0.9746948145388532
OTU7478	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	0.9531781486260081
OTU7480	d__Bacteria	0.9985772560302977
OTU7481	d__Bacteria	0.9977995637437698
OTU7483	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__UBA7656;g__QHVH01;s__QHVH01 sp003222245	0.9999980958385716
OTU7484	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	0.9996890667838357
OTU7487	d__Bacteria	0.999999812838786
OTU7488	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1161;f__UBA1161;g__UBA2421;s__UBA2421 sp002343075	0.9999990383573808
OTU7490	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	0.9891846009921879
OTU7492	d__Bacteria;p__Firmicutes;c__Bacilli	0.8963328960687612
OTU7493	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__Fimbriiglobus;s__Fimbriiglobus ruber	0.993892139981494
OTU7499	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2979;f__UBA2979;g__W-Chloroflexi-9;s__W-Chloroflexi-9 sp002840675	0.9999717999285691
OTU7502	d__Bacteria;p__Verrucomicrobiota_A;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae;g__HS-T3;s__HS-T3 sp000829755	0.9465642713126216
OTU7510	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__OLB17;s__OLB17 sp001464455	0.952593525733971
OTU7512	d__Bacteria	0.9999995863687787
OTU7513	d__Bacteria	0.9999999728661879
OTU7516	d__Bacteria	0.9914869845957591
OTU7517	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales	0.9999783428482504
OTU7518	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Chondromyces	0.9079527774711436
OTU7522	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae	0.9973495587262309
OTU7526	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA9628;g__UBA9628;s__UBA9628 sp003452935	0.9423989226260264
OTU7527	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia	0.7851095197017464
OTU7529	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.9993194710435516
OTU7530	d__Bacteria	0.9999999994341014
OTU7531	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Sulfurifustaceae;g__Sulfuricaulis;s__Sulfuricaulis limicola	0.9590186788074342
OTU7533	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA966;s__UBA966 sp002292895	0.8574265764971299
OTU7534	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1161;f__UBA1161;g__UBA2421;s__UBA2421 sp002343075	0.9999698546734254
OTU7535	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Magnetobacteriaceae;g__Magnetobacterium	0.7756351858994956
OTU7536	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA1113;f__UBA1113;g__GCA-2709565;s__GCA-2709565 sp002709565	0.7333786485942433
OTU7537	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter	0.9865466435258712
OTU7539	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae	0.8936902658311235
OTU7540	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__UBA1018;f__UBA1018;g__XYD1-FULL-53-11;s__XYD1-FULL-53-11 sp001770165	0.9959316366856076
OTU7541	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae	0.9970879224404928
OTU7542	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae	0.9909919642284358
OTU7543	d__Bacteria	0.9999999465005364
OTU7546	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1161;f__UBA1161;g__UBA2421;s__UBA2421 sp002343075	0.99997737412713
OTU7547	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__XYB1-36-10;g__XYB1-36-10;s__XYB1-36-10 sp001821375	0.8948650544753569
OTU7548	d__Bacteria;p__Myxococcota	0.7666935921812715
OTU7549	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Geodermatophilaceae	0.9672154195760672
OTU7552	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae	0.7961455043766729
OTU7554	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Byssovorax;s__Byssovorax cruenta	0.9785361089501614
OTU7555	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales	0.9163429041957866
OTU7556	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Sulfurifustaceae;g__Sulfuricaulis;s__Sulfuricaulis limicola	0.9236817779639215
OTU7557	d__Bacteria;p__Patescibacteria;c__Doudnabacteria;o__UBA920;f__O2-02-FULL-48-8;g__O2-12-FULL-42-9;s__O2-12-FULL-42-9 sp001777665	0.9999456185427963
OTU7560	d__Bacteria	0.9999999949594138
OTU7561	d__Bacteria	0.9999999941940702
OTU7566	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter	0.96064398360838
OTU7569	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales	0.8733005706522038
OTU7570	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	0.7308602850935856
OTU7573	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__PALSA-1347;s__PALSA-1347 sp003136315	0.9232247000436896
OTU7578	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Conexibacter_A	0.9962390823614563
OTU7579	d__Bacteria;p__Planctomycetota;c__Phycisphaerae	0.8766957046038428
OTU7580	d__Bacteria;p__Planctomycetota;c__Planctomycetes	0.9497627519380454
OTU7581	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767	0.9768736571254477
OTU7583	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptosporangiales;f__Streptosporangiaceae;g__PALSA-505;s__PALSA-505 sp003168255	0.9846776864810738
OTU7585	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter	0.7234950849448958
OTU7586	d__Bacteria;p__Verrucomicrobiota_A;c__Chlamydiia;o__Parachlamydiales;f__Ga0074140;g__2-02-FULL-49-12;s__2-02-FULL-49-12 sp001796315	0.9958929034611901
OTU7589	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae	0.7315247684988194
OTU7590	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__UBA1018;f__UBA1018;g__XYD1-FULL-53-11;s__XYD1-FULL-53-11 sp001770165	0.9994698351248689
OTU7596	d__Bacteria;p__Firmicutes_I;c__Bacilli_A;o__Paenibacillales;f__Paenibacillaceae	0.9828931295166026
OTU7597	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	0.9607903620215943
OTU7599	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae	0.9844042281212213
OTU7600	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Vermiphilaceae	0.7545780007374294
OTU7602	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales	0.7192088876491911
OTU7603	d__Bacteria	0.9992495986667422
OTU7604	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae	0.9652825166895409
OTU7605	d__Bacteria	0.9999999999996694
OTU7606	d__Bacteria;p__Omnitrophota;c__koll11;o__UBA9649;f__UBA9649;g__UBA9649;s__UBA9649 sp001804415	0.9687998628115344
OTU7608	d__Bacteria	0.999998373639583
OTU7609	d__Bacteria;p__Planctomycetota;c__Planctomycetes	0.9353831797479363
OTU7610	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae	0.8422642224144908
OTU7611	d__Bacteria	0.9999999987171325
OTU7612	d__Bacteria	0.997902601974586
OTU7613	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__PALSA-1347;s__PALSA-1347 sp003136315	0.7819241974690991
OTU7616	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.8055466384180917
OTU7617	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Micromonosporaceae;g__Micromonospora	0.7646452451016363
OTU7618	d__Bacteria	0.9999599387749994
OTU7619	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Palsa-89;s__Palsa-89 sp003166865	0.7701062159733628
OTU7620	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae	0.9815696377978291
OTU7625	d__Bacteria	0.9999972355710601
OTU7626	d__Bacteria	0.9999994303625975
OTU7627	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae	0.999825460735813
OTU7628	d__Bacteria	0.999999955712234
OTU7629	d__Bacteria;p__Firmicutes;c__Bacilli	0.8605352626472109
OTU7631	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae	0.997933961207921
OTU7632	d__Bacteria	0.9999999851306589
OTU7636	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__Ilumatobacter_A;s__Ilumatobacter_A coccineus	0.9983514674858599
OTU7637	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__FEN-1343;g__FEN-1343;s__FEN-1343 sp003171335	0.9199564852357187
OTU7640	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Paracaedibacterales;f__Paracaedibacteraceae;g__Paracaedibacter_A;s__Paracaedibacter_A symbiosus	0.9998745173220703
OTU7641	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__AV80	0.7772085069709018
OTU7644	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Minicystis;s__Minicystis rosea	0.830191697354873
OTU7650	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae	0.9929066723482113
OTU7655	d__Bacteria;p__Planctomycetota;c__Planctomycetes	0.9985552560939656
OTU7656	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Sulfurifustaceae;g__SM1-46;s__SM1-46 sp001304215	0.9159021983297263
OTU7662	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae	0.774936218239069
OTU7663	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__b-17BO;g__UBA4416;s__UBA4416 sp002420145	0.9773404717373002
OTU7666	d__Bacteria	0.9993019609652298
OTU7673	d__Bacteria;p__Cyanobacteria;c__Sericytochromatia;o__S15B-MN24;f__UBA4093;g__UBA4093;s__UBA4093 sp002083825	0.9999999984199377
OTU7676	d__Bacteria	0.9999997762875487
OTU7677	d__Bacteria;p__Omnitrophota;c__koll11;o__2-02-FULL-51-18;f__2-02-FULL-51-18;g__20-14-0-80-50-8;s__20-14-0-80-50-8 sp002779345	0.9999910307594249
OTU7678	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas sp001423765	0.8471437093318861
OTU7680	d__Bacteria;p__Proteobacteria	0.8310466579467649
OTU7683	d__Bacteria	0.9999915979338608
OTU7684	d__Bacteria;p__Acidobacteriota	0.9807933707562316
OTU7687	d__Bacteria	0.9999999812044688
OTU7689	d__Bacteria	0.9999984173835408
OTU7690	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__Obscuribacter;s__Obscuribacter phosphatis	0.9842150155358077
OTU7691	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__Zambryskibacteraceae	0.985451352014679
OTU7692	d__Bacteria	0.9997170487263067
OTU7695	d__Bacteria;p__Omnitrophota;c__Omnitrophia;o__Omnitrophales;f__UBA2337;g__XYB12-FULL-50-7;s__XYB12-FULL-50-7 sp001804345	0.991102109800399
OTU7696	d__Bacteria	0.9999999985180399
OTU7697	d__Bacteria;p__Verrucomicrobiota_A;c__Chlamydiia;o__Parachlamydiales;f__Ga0074140;g__Ga0074140;s__Ga0074140 sp001464115	0.8752973278202112
OTU7701	d__Bacteria	0.9989425149936696
OTU7702	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella_C	0.8913548892385316
OTU7703	d__Bacteria	0.9999999969144567
OTU7704	d__Bacteria;p__Verrucomicrobiota_A;c__Chlamydiia;o__Parachlamydiales;f__Ga0074140	0.8025811873768538
OTU7705	d__Bacteria;p__Planctomycetota;c__Phycisphaerae	0.991217301455736
OTU7706	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas	0.9983101954261774
